A Lie,makou,R&B,P2,2,5,0,0,5,9,0,0,4,6,12,0,7,9,0,0,137
A Lie ~Deep Inside Mix~,Electronic Boutique,R&B,TR,4,9,0,0,6,0,11,0,4,11,0,0,6,10,0,0,153
A Life With You,makou,Broken Beat,T3,4,0,9,0,4,6,10,0,6,10,12,0,6,12,0,14,99
A.I,Forte Escape,Techno,P1,4,9,0,0,8,12,0,14,7,11,13,0,8,10,0,14,146
Access,Sphazer,Techno,T1,2,4,7,12,3,6,0,12,3,0,12,0,5,7,11,0,112
AD2222,Croove,Junkno,T3,5,8,11,0,6,9,14,15,6,10,13,15,6,10,12,0,116
AD2222 ~Extended Mix~,Croove,Junkno,T3,5,10,12,0,6,10,13,0,7,0,13,0,7,10,13,0,191
Airwave,ReX,Melodic Trance,T2,5,9,12,15,6,9,13,0,7,0,14,15,7,11,13,0,108
Airwave ~Extended Mix~,ReX,Melodic Trance,BS,8,10,13,0,7,10,14,0,6,12,14,0,7,10,13,0,289
ALiCE,seibin,Fantasy Pop,RP,4,8,12,0,5,9,11,14,5,9,11,15,5,10,12,0,154
Alone,Marshmello,Future Bass,RP,6,10,0,0,4,8,0,0,5,8,12,0,5,8,12,0,202
Always,YUGI / Mool,Pop,RP,4,7,0,0,6,9,0,0,5,10,0,0,6,10,0,0,157
ANALYS,HAYAKO,Psychedelic Full-On,RP,7,11,14,0,7,11,0,15,7,11,14,15,8,11,14,15,128
Angel,Laurent Newfield & Ravenant,Euro Dance,T3,4,9,12,0,6,10,12,0,6,9,13,0,6,10,12,14,130
Angelic Sphere,3R2,,DM,4,9,13,14,5,10,13,0,4,8,13,15,6,9,12,0,144
ANiMA,xi,,DM,6,9,14,15,8,13,15,15,7,13,15,15,8,12,15,0,117
Another DAY,Forte Escape,Techno Pop,P2,3,7,11,13,6,8,0,0,5,8,10,13,7,10,0,0,120
Area 7,Sphazer,Techno,T1,4,0,10,0,4,7,10,0,5,7,11,0,4,7,12,0,100
Armored Phantom,ned,Epic Music,RP,3,7,0,0,6,11,0,0,7,9,12,0,6,11,0,0,127
Astro Fight,Forte Escape,Funky Stomp,P1,8,13,0,0,8,11,0,15,7,13,14,0,8,12,0,15,112
Attack,Mr.Funky,Hard Dance,VE,4,7,10,14,5,9,0,15,5,10,13,0,6,8,14,15,133
AXION,sakuzyo,Chaos Fantasia,CY,4,0,12,0,5,12,0,14,5,11,13,15,5,13,0,0,136
Bamboo on Bamboo,Hosoe Shinji,Gabber,T3,8,12,15,15,6,12,15,0,7,12,15,15,8,12,15,0,127
Barbarous Funera,Rikako Watanabe (Basicape),,GF,4,8,11,0,5,9,12,0,6,9,12,15,7,0,13,15,96
Beat U Down,makou,Euro Beat,BS,8,12,14,0,8,10,14,0,9,12,14,15,8,10,14,0,97
Beautiful Day,ND Lee,Cute Pop,RP,3,6,8,0,4,8,0,0,2,8,0,0,4,8,0,0,132
BEE-U-TIFUL,First Aid,DnB,T2,6,0,11,0,7,10,12,14,6,11,13,0,6,10,13,0,101
Beyond the Future,7 Sequence,Technical House,T1,4,8,11,14,4,8,11,0,4,9,12,0,4,9,12,15,104
Beyond Yourself,Mycin.T,Progressive Rock,RP,6,9,0,0,6,10,0,0,7,9,12,0,6,11,0,0,123
Binary World,Tsukasa,Art Core,RP,5,8,13,0,5,7,13,15,9,12,13,0,5,7,13,15,120
BLACK GOLD,Cranky,Rave,VE,6,11,13,0,6,12,14,15,6,12,14,15,6,11,14,0,166
Black MInD,COSIO,,GC,5,9,14,0,6,12,14,0,6,12,14,15,5,12,14,15,133
Black Swan,TAK,Electronic Waltz,T3,5,8,12,0,5,11,13,0,5,10,12,15,6,10,14,15,113
BlackCat,BEXTER,Nu Funk,RP,5,12,0,0,6,11,0,13,5,8,12,13,7,12,0,0,130
Bleed,Axol & The Tech Thieves,Electronica Downtempo,RP,3,5,0,0,5,9,0,0,5,9,0,0,5,9,0,0,151
BlythE,M2U,Synth DnB,P1,6,10,14,0,6,11,0,15,8,11,14,15,7,0,14,0,135
Boom!,BEXTER,Funk Rock,RP,4,8,12,0,6,8,12,15,5,9,13,0,6,10,13,14,96
Brain Storm,Croove,Junkno,P2,6,11,0,15,7,13,15,0,9,14,0,0,8,13,15,15,105
Brandnew Days,PlanetBoom,Pop Rock,P2,3,8,0,0,6,8,0,0,7,10,11,0,7,10,0,0,140
Brave it Out,BEXTER,Agressive Funk,P2,6,8,0,0,5,9,11,0,6,10,13,0,7,10,12,0,117
Break a Spell,Daisuke Ishiwatari,,GG,5,9,14,0,6,10,0,15,7,9,14,15,7,10,14,0,123
Bright Dream,M2U,Anime House,P1,2,4,0,0,5,8,0,0,4,7,10,0,6,9,0,0,118
"Bullet, Wanted!",Mycin.T,Blues Rock,RP,4,8,0,0,7,10,0,0,6,9,11,0,7,11,0,0,96
Burn it Down,Psycho-Remi,Industrial,T2,4,7,9,0,4,9,0,0,4,8,11,0,5,7,12,0,109
Bye Bye Love,3rd Coast,Latin House,P2,2,8,0,0,6,7,0,0,6,9,11,0,6,8,0,0,122
Bye Bye Love ~Nu Jazz Mix~,Electronic Boutique,Nu Jazz,TR,5,8,11,0,6,10,0,0,6,8,11,0,6,9,11,0,138
Can We Talk,Forte Escape,Acid Jazz,P1,1,7,0,0,7,9,13,0,5,8,11,0,8,9,13,0,128
Catch Me,Forte Escape,Alternative Rock,P1,3,6,0,0,6,0,0,0,7,8,0,0,8,12,0,0,108
Catch You,Forte Escape,Cute Pop,TR,3,8,0,13,6,8,10,0,4,8,0,13,6,8,12,0,137
Chain of Gravity,Tsukasa,Melodic Trance,P2,5,12,0,14,5,10,0,0,7,10,12,14,6,12,0,0,136
Chemical Slave,XeoN,Euro Dance,RP,5,11,0,14,6,0,11,0,6,12,0,15,3,8,14,0,103
Cherokee,xxdbxx,Trance Fusion,P2,5,8,0,0,7,9,0,14,6,9,13,14,7,10,0,0,129
Child of Night,GOTH,Electro House,RP,6,8,0,15,7,9,12,0,7,10,12,15,7,9,12,0,110
Chrono Breakers,NieN,Ani Pop,P1,5,7,11,13,7,10,0,0,7,12,0,13,8,12,0,0,135
Closer,3rd Coast,Pure House,CE,3,0,8,0,3,8,0,0,3,6,0,0,4,8,0,0,104
CnP,CRooFE,Electro Funk,P1,3,8,12,0,4,9,12,14,4,9,12,0,5,10,12,14,111
Coastal Tempo,3rd Coast,Up Tempo,CE,5,7,11,0,3,8,12,0,4,7,11,13,4,8,11,14,93
CODE NAME : ZERO,NeLiME,,CY,5,12,0,15,6,12,15,0,5,12,13,15,6,12,14,0,124
Color,CLAZZIQUAI,Electronica,CE,5,0,11,0,5,10,0,15,7,0,11,14,5,9,12,0,111
Colours of Sorrow,Tsukasa,Color Pop,BS,4,0,11,13,6,9,12,0,5,9,12,13,6,9,13,0,101
conflict,Cranky + siromaru,Harmonic Schranz,CY,5,11,14,0,6,12,0,15,4,11,14,15,7,11,14,0,154
Cosmic Elevator,Forte Escape,Ani Pop,ES,4,8,0,0,5,10,0,0,6,12,0,0,6,12,0,0,148
Cosmic Fantastic Lovesong,DINY,Ani Pop,T2,2,5,9,12,3,8,11,0,3,7,12,0,4,7,11,0,110
Cozy Quilt,bermei.inazawa,Jazz House,T2,3,9,0,0,2,7,0,13,3,7,0,13,3,7,12,0,100
Creator,CLAZZIQUAI,Electronica,CE,2,7,13,0,1,5,11,0,5,9,0,14,1,10,0,14,110
Cyberozar,sakuzyo,,CHU,5,0,12,0,6,11,0,15,5,0,13,0,9,0,14,0,134
Cypher Gate,7 Sequence,Hi-Break Core,BS,5,8,0,14,7,10,0,15,7,10,13,0,7,10,13,15,107
D2,First Aid,Progressive,T2,7,0,14,15,6,9,13,15,7,12,15,0,7,11,15,15,112
Dance of the Dead,GOTH,Dubstep,RP,6,9,0,15,6,12,14,0,6,11,14,0,6,12,14,15,135
DARK ENVY,Sugardonut,Envy Rock,CE,6,11,15,0,6,10,14,15,7,10,13,15,6,9,14,0,110
Dark Prism,Tsukasa,Melodic Trance,T3,7,13,0,0,5,12,13,15,5,11,14,15,6,0,13,0,123
Dear my Lady,Oriental ST8,HI-NRG,T1,5,9,0,14,5,7,10,0,5,7,11,13,4,7,10,0,97
Desperado,Croove,Electronic Funk,BS,5,9,11,0,7,11,0,0,5,8,11,0,7,12,0,0,100
DIVINE SERVICE,Electronic Boutique,Ethnic Techno,P2,4,7,0,0,4,9,0,14,4,8,12,14,7,10,0,0,123
DJMAX,Humming Urban Stereo,MAX House,T1,2,7,0,0,3,0,8,0,4,8,0,0,4,8,0,0,98
Do it,House Rulez,House,VE,5,8,12,0,7,0,11,0,5,11,0,13,5,11,0,0,142
Do you want it,House Rulez,House,RP,5,8,0,0,7,9,0,13,5,9,0,14,5,11,0,0,140
Don't Die,Paul Bazooka,DnB,RP,5,10,13,15,7,10,14,0,8,11,14,15,7,10,14,0,128
Dreadnought,EarBreaker,Big Beat,P1,6,9,12,15,8,11,0,0,8,0,13,15,8,13,0,0,142
Dream,Rabpit,,DM,2,0,8,0,3,0,10,0,2,0,11,0,5,8,11,0,134
Dream Again,DINY,Ani Pop,T3,2,5,9,0,4,7,0,0,4,7,0,0,3,9,10,0,98
Dream it,BEXTER,Modern Rock,VE,4,8,11,15,4,7,11,0,4,7,10,15,5,8,12,0,136
Dream of Winds,XeoN,Melodic Trance,T2,5,8,12,0,6,10,13,0,4,8,12,15,5,9,12,15,113
Dream of You,makou,Sweet Jazz,P2,4,7,11,0,6,10,0,14,5,9,11,14,8,12,0,0,134
Dual Strikers,7 Sequence,Techno Trance,T2,6,8,0,15,6,9,12,0,6,10,13,0,7,10,13,0,111
EGG,Nauts,Light Pop,T3,4,7,10,0,5,10,13,0,5,10,12,0,6,10,13,0,121
EGG ~Extended Mix~,Nauts,Light Pop,T3,4,7,11,0,6,10,0,0,5,11,13,0,7,13,0,0,176
Elastic Star,Forte Escape,Acid House,P1,4,7,0,0,6,7,0,0,4,8,0,0,4,7,0,0,112
Electronics,CLAZZIQUAI,Electro House,CE,4,8,11,15,4,8,13,0,5,8,12,0,4,9,13,15,108
EMber,SIHanatsuka,,CY,5,12,0,0,6,10,0,15,4,10,13,0,6,12,15,15,183
Emblem,makou,Irish Dance,T3,8,12,14,0,6,9,13,15,8,13,0,15,6,9,14,0,93
End of Mythology,Alice Schach and the Magic Orchestra,Pop,RP,3,8,12,0,4,0,12,13,5,8,12,13,4,7,12,0,139
End of the Moonlight,Forte Escape,Techno Pop,P1,3,7,10,0,5,9,0,14,5,9,12,14,7,11,0,0,113
Enemy Storm,Croove,Hard Core,P1,2,5,13,14,5,8,0,0,6,8,11,0,5,10,14,14,122
Enter The Universe,GOTH,Hard Trance,RP,6,9,12,0,7,10,15,15,9,12,14,15,7,10,14,0,117
Entrance,Ice,,CY,7,0,15,0,7,13,0,0,9,0,15,15,6,12,15,15,106
Eternal Fantasy ~유니의 꿈~,XeoN,Fantasy Pop,T2,2,5,0,0,2,5,0,0,3,5,9,0,3,7,0,11,102
Eternal Memory ~소녀의 꿈~,M2U,Fantasy Pop,P1,2,6,0,0,3,9,0,0,2,7,0,0,5,7,0,0,135
Extreme Z4,Forte Escape,Break Beat,P1,3,7,0,0,4,8,0,0,7,9,0,0,8,12,0,0,101
Fallen Angel,DJ Mocha,Modern Rock,P2,4,9,0,0,4,8,0,0,3,7,10,0,8,10,0,0,121
Fallin' in LUV,3rd Coast,Luv Pop,T3,3,7,0,12,3,8,10,0,3,6,10,0,5,0,10,13,128
Fancy Night,SiNA × CHUCK,Electro House,VE,2,5,9,13,4,6,9,0,4,7,9,13,6,0,10,0,126
Far East Princess,Nauts,Oriental Ballad,RP,5,7,10,0,5,10,0,0,3,9,10,0,5,9,0,0,140
Fate,STi,Fusion HipHop,CE,3,7,9,0,3,8,10,0,3,9,0,0,3,7,10,13,104
FEAR,Supbaby,DnB,P1,4,9,0,0,5,9,12,0,6,12,0,0,8,11,12,0,119
Feel,DJ Mocha,Acid Pop,ES,4,7,0,12,4,9,0,0,5,0,10,13,6,0,11,0,133
Feel Ma Beat,NieN,Rap Metal,T3,7,11,14,0,9,11,14,0,8,11,14,14,8,11,14,15,125
Fentanest,EarBreaker & Eszett,Spiral Sequence,P2,4,10,0,14,6,9,0,0,7,11,0,15,6,9,0,0,121
Fermion,makou,Psychedelic Trance,BS,8,11,14,0,7,9,14,0,8,12,14,0,7,10,15,15,106
Fever GJ,xxdbxx,Nu HnS,P1,3,7,0,0,3,6,0,0,3,7,9,0,7,0,0,0,130
Fever Pitch Girl,Nikacha,Fever House,BS,5,8,0,13,4,7,10,0,6,10,0,0,6,11,0,13,96
FIGHT NIGHT (feat. Calyae),Messier,J-Rock,VE,5,8,13,15,6,10,13,0,6,10,13,0,8,12,14,15,112
First Kiss,BJJ,Dance Pop,CE,2,4,8,10,2,4,7,0,2,5,7,0,2,4,8,0,108
Flea,CLAZZIQUAI,New Wave,CE,4,9,12,0,4,9,12,0,5,9,12,14,6,0,13,0,107
Fly Away,XeoN,Melodic Trance,RP,3,10,0,0,6,10,0,0,4,0,11,14,6,10,0,0,135
For Seasons,makou,Easy Listening,P2,1,6,0,0,6,9,0,0,4,7,11,0,5,10,0,0,132
For Seasons ~Air Guitar Mix~,PlanetBoom,Easy Listening,TR,3,10,0,0,5,7,10,0,5,0,10,15,5,10,0,0,158
For the IKARUS,NieN,Ani Pop,P2,4,8,0,0,5,11,0,0,8,0,12,0,6,12,0,0,137
Freedom,CLAZZIQUAI,Electronica,CE,5,7,10,0,5,7,10,0,7,0,11,0,6,8,10,0,100
Frontline,B@kamin / M2U,,GF,4,8,12,0,6,10,0,14,6,10,0,15,6,9,13,0,99
FTR,Supbaby,Electric House,P1,6,10,0,0,5,10,0,14,8,11,0,0,7,11,0,13,144
Funky Chups,Forte Escape,Funky Electro,P1,4,8,0,0,5,10,0,0,4,6,0,0,7,0,0,0,94
Fury,Sugardonut,Punk Rock,T1,4,9,11,0,5,8,12,0,5,9,12,15,5,10,12,15,104
Futurism,Forte Escape,Electro Fusion,P1,4,8,0,0,7,9,0,14,6,8,11,0,8,10,0,14,115
Garakuta Doll Play,t+pazolite,,CHU,6,13,0,15,9,12,15,0,8,0,15,15,7,12,15,15,131
Get Down,BJJ,Dance Rock,BS,4,7,9,0,4,9,0,0,4,7,10,12,5,10,0,0,113
Get Jinxed,Agnete K,,RP,5,8,13,0,5,8,12,14,5,9,11,14,5,8,12,14,157
Get on Top,PlanetBoom,P-Funk,P2,3,7,0,0,6,9,0,0,5,8,12,0,7,10,0,0,131
GET OUT,ND Lee,R&B HipHop,P2,5,8,0,0,4,9,0,0,4,8,13,0,7,10,0,0,125
GET OUT ~Hip Noodle Mix~,DJ.EON,House HipHop,TR,6,10,0,0,5,8,12,0,6,9,0,0,5,9,12,0,138
Ghost Voices,Virtual Self,Neo Trance,RP,4,9,0,0,5,11,0,0,6,10,0,0,6,11,0,0,236
Give Me 5,ND Lee,Soulful House,T3,5,0,10,0,5,9,11,0,5,9,0,0,5,9,11,0,120
glory day,BEXTER x Mycin.T,J-Rock,RP,8,10,0,13,7,10,0,0,6,11,0,13,7,10,0,13,142
Good Bye,Ruby Tuesday,J-Pop 8090,P2,5,7,0,14,4,9,0,0,7,0,12,14,6,9,0,0,130
"Good Night, Bad Luck.",t+pazolite,,GC,5,0,13,0,6,11,14,15,8,11,14,0,7,12,14,15,133
Got more raves?,E.G.G.,,GC,4,7,12,0,6,10,13,15,5,10,12,15,6,10,13,0,128
Grave Consequence,Tsukasa,DnB Trance,BS,6,10,14,0,6,10,13,0,7,12,0,15,7,10,14,0,103
Groove Prayer,COSIO,,GC,3,5,8,15,5,8,11,0,5,0,11,0,4,9,11,14,107
Groovin Up,Mycin.T,Disco Funk,RP,3,6,0,0,5,9,0,0,5,8,11,0,5,9,0,0,128
HAMSIN,makou,Trance,P1,9,0,15,15,6,9,13,0,9,12,14,0,6,9,14,15,140
HB-axeleration,Tsukasa,,GC,2,6,12,0,4,8,12,0,4,11,0,0,6,9,12,0,123
Heart of Witch,ReX,Classical Trance,BS,7,12,14,0,7,11,15,15,7,12,14,15,8,12,15,15,94
Heavenly,makou,Tropical House,RP,5,7,0,0,4,8,0,0,5,9,12,0,4,9,0,0,119
Hello Pinky,NieN,HiFi Pop,P2,5,8,0,0,5,10,0,12,7,11,0,0,6,11,0,12,135
Here in the Moment,Ruby Tuesday,Bossa Nova,CE,4,7,10,14,4,8,10,14,6,8,10,0,5,0,10,14,106
Here in the Moment ~Extended Mix~,Ruby Tuesday,Bossa Nova,CE,4,6,9,14,5,8,11,0,6,9,12,0,5,8,11,14,182
HEXAD,Electronic Boutique,Electro House,T1,5,10,13,14,5,9,12,15,5,9,12,15,6,10,13,0,97
Higher,Supbaby,Epic House,P2,4,8,0,14,6,12,0,0,6,9,0,14,4,8,13,0,113
Holy Orders (Be Just Or Be Dead),Daisuke Ishiwatari,,GG,4,9,11,14,6,8,11,0,6,9,12,0,6,10,11,15,110
Honeymoon,Humming Urban Stereo,Acid Pop,T1,3,5,8,0,4,0,8,0,4,8,0,0,3,9,0,0,97
I want You,Lin-G,House Dance,T1,3,6,8,14,3,8,10,0,5,8,11,13,4,9,11,0,110
I want You ~반짝★반짝 Sunshine~,Mycin.T x GOTH x jam-jam,,RP,3,7,12,0,6,9,12,0,5,10,12,14,6,10,12,13,137
Ikazuchi,Takenobu Mitsuyoshi,,CHU,8,0,15,0,8,0,15,15,6,13,15,15,7,13,15,15,153
In my Dream,ND Lee,Mental Metal,BS,5,10,14,0,8,11,14,15,5,11,14,15,8,10,15,0,98
In My Heart,Tsukasa,House Pop,CE,3,7,10,0,4,7,10,0,4,8,10,13,3,7,11,13,103
JBG,Croove,Yellow HipHop,P1,7,11,0,0,7,11,0,15,7,10,12,15,12,0,0,0,129
Jealousy,3rd Coast,Marble House,BS,3,7,0,12,3,7,9,0,4,0,9,0,3,8,9,0,88
Jupiter Driving,xxdbxx,Techno Stock,P1,5,9,0,13,5,11,0,0,5,8,0,14,7,12,0,0,121
Kensei,Pure 100%,Happy Hard Core,VE,7,10,14,0,8,12,14,15,7,11,14,15,8,12,14,0,128
Keys to the World,PlanetBoom,Planet Core,BS,5,8,12,14,6,9,13,0,6,11,0,15,6,10,13,0,125
KILLER BEE,GOTH,Hybrid Trap,RP,4,6,11,15,7,11,0,0,8,9,13,0,7,13,0,15,132
Kingdom,Phantom sage,House,RP,5,0,11,0,5,7,0,0,5,0,8,0,6,11,0,0,176
Knowledge System,Forte Escape,Techno,ES,6,10,0,15,7,11,13,0,7,10,13,0,7,10,13,15,129
KUDA,Gonzo,Techno Core,P1,8,11,0,14,5,9,0,0,8,12,0,15,10,0,0,0,107
Kung Brother,Paul Bazooka,Kungplextro,RP,6,9,0,0,6,11,0,0,8,10,13,0,6,11,0,0,122
Kung-Fu Rider,AstroKid,Oriental Funk,T3,6,9,0,13,6,10,0,14,6,10,0,14,6,10,12,0,107
L,Ice,Renaissance Prayer,CY,3,12,0,15,5,0,14,0,6,12,15,15,8,0,15,15,132
La Campanella : Nu Rave,Cranky,Symphonic Rave,T2,6,9,13,14,7,13,0,14,7,0,13,0,7,11,13,14,112
Ladymade Star,ESTi,Space Idol Pop,P2,2,6,10,0,3,8,0,0,5,8,10,0,5,8,0,0,127
Landscape,Tsukasa,Melodic Trance,T1,6,9,0,0,6,8,11,14,5,9,12,15,7,9,13,15,102
Legacy,switchworks,,DM,3,7,9,0,4,8,0,0,4,8,0,13,4,8,11,13,125
Lemonade,M2U,Lounge DnB,P1,8,0,0,14,6,13,0,0,7,10,0,15,8,13,0,0,134
Les Parfums de L'Amour,naotyu-,,CY,4,0,13,0,7,0,13,0,5,0,12,0,8,14,0,0,117
Let's Go Baby,3rd Coast,HipHop,P1,2,5,0,0,6,8,0,0,3,7,10,0,9,0,0,0,130
Liar,zts,Techno Trance,RP,6,9,0,15,8,12,0,0,8,10,13,15,8,13,0,0,139
Lift You Up,makou,R&B,RP,2,5,0,0,4,7,0,0,3,7,0,0,4,7,0,0,103
Light House,xxdbxx,Happy Core,P1,4,9,0,0,4,11,0,0,6,8,11,0,7,12,0,0,120
Lisrim,onoken,Art Core,VE,6,8,14,0,6,9,13,15,5,8,13,15,6,10,14,0,141
Long Vacation,ESTi,School House,P1,4,8,0,0,3,6,0,13,5,9,0,0,7,0,0,13,129
Lost n' found,bermei.inazawa,Electronic Pop,P2,3,7,0,0,6,8,0,0,5,9,0,0,7,9,0,0,135
Lost Serenity,Benicx,Cinematic Fantasy,VE,4,7,10,0,4,8,11,0,4,7,11,0,6,11,0,0,133
Lost Temple,IMLAY,Mid Tempo Dubstep,VE,5,8,0,15,3,8,11,0,5,8,10,15,5,7,12,0,129
Love is Beautiful,Electronic Boutique,Flipper's Rock,T2,4,5,7,0,5,8,0,12,4,7,9,0,5,9,0,12,107
Love Mode,CLAZZIQUAI,Electronica,CE,3,8,0,11,2,6,9,0,4,9,0,13,2,6,10,0,107
Lovely hands,PlanetBoom,Space Pop,BS,4,0,10,0,5,9,11,0,3,10,0,13,6,9,11,13,100
Lover (BS Style),ND Lee,Barbie House,BS,5,7,12,13,5,10,0,14,4,8,11,0,5,8,10,0,87
Lover (CE Style),ND Lee,Barbie House,CE,5,8,10,0,5,11,0,13,5,8,11,0,4,8,10,14,87
Luv Flow,3rd Coast,R&B Medium,P1,1,5,0,0,3,6,0,0,1,5,0,0,6,8,0,0,131
Magnolia,M2U,Symphonic Dubstep,DM,6,10,13,14,6,10,11,14,6,11,13,14,7,11,13,0,145
Maharajah -fenomeno edition-,Alice Schach and the Magic Orchestra,,VE,3,5,10,13,5,9,11,13,5,7,11,14,6,9,12,0,157
Mammal,Teikyou,,CY,6,12,15,0,6,12,15,15,6,12,14,0,8,12,15,15,153
Marionette,Daisuke Ishiwatari,,GG,5,9,13,0,7,12,0,15,6,10,13,15,8,0,13,0,124
"Marry me, Nightmare",t+pazolite,,GC,6,11,13,0,7,0,14,15,7,11,13,0,8,12,14,0,131
MASAI,Croove,New Wave,P1,4,7,11,0,5,8,12,0,7,10,12,0,10,0,0,0,128
Melody,bermei.inazawa,Cute Pop,T1,5,8,11,0,5,8,11,15,4,8,12,0,5,10,12,14,110
Memoirs,M2U,Fantasy,P2,4,7,0,13,7,10,0,13,6,9,11,0,7,10,0,0,138
Memory of Beach,M2U,Dance Pop,P1,6,11,0,0,7,12,0,13,6,9,12,0,8,0,13,12,134
Mess it Up,Nauts,Electro Big Band,P2,5,9,0,0,4,9,0,0,9,12,0,0,6,10,0,0,130
Midnight Blood,NieN,Oriental Trance,P2,6,13,0,0,6,13,0,14,7,10,13,0,6,9,13,14,141
Miles,Electronic Boutique,Electro Fusion,P2,4,10,0,13,5,10,13,0,4,9,13,14,4,11,13,0,129
Mind Control,NieN,Modern Hard Rock,TR,8,10,13,0,9,11,0,15,9,12,14,0,9,11,14,15,146
Minimal Life,EarBreaker,Techno,P1,5,7,0,0,7,9,0,0,8,12,0,0,8,10,14,0,149
Minus 3,Croove,Percussive Techno,P2,8,11,0,14,6,12,0,0,10,0,13,0,7,12,0,15,101
Misty Er'A,Mycin.T × jam-jam,Ethnic Fantasy,VE,3,6,10,0,3,7,10,0,4,9,0,15,5,7,10,0,139
MonoXide,PlanetBoom,Planet Core,T2,5,9,12,0,6,12,0,0,6,9,12,14,5,12,0,0,113
Move Yourself,IMLAY / YESEO,Progressive House,VE,2,4,7,0,4,6,9,0,5,7,10,0,4,7,11,0,149
Mulch,Hosoe Shinji,Gabber,RP,6,12,0,0,7,0,14,15,8,12,14,15,7,0,15,0,110
My Alias,Dayz,Emo Core,P2,6,9,0,0,6,9,12,0,6,9,14,0,5,10,0,0,134
"My Heart, My Soul",3rd Coast,R&B Slow,T3,2,6,0,0,5,7,0,0,4,7,10,0,4,10,0,0,124
My Jealousy,3rd Coast,Lounge 2Step,TR,4,7,10,0,6,8,0,0,6,8,12,0,6,8,12,0,150
Myosotis,M2U,,CY,5,10,13,0,6,12,0,15,5,10,13,0,7,0,14,0,148
NANAIRO,HAYAKO,Future Bass,VE,3,8,11,14,5,8,12,0,5,8,12,14,5,9,13,0,128
NANO RISK,Dayz,DnB Core,P2,7,0,0,0,7,11,0,0,6,9,12,0,7,11,0,0,135
NB Girls,NieN,Pop Rock,TR,6,9,0,0,7,0,12,15,5,9,11,14,7,12,0,0,124
NB POWER,NieN,Ani Rock,P2,5,7,0,15,6,9,13,0,7,11,13,0,7,10,0,15,124
NB RANGER,M2U,Scream Funk,P1,8,12,0,0,7,12,0,15,7,10,13,15,9,13,0,0,121
NB RANGER - Virgin Force,NieN,Hard Rock,RP,5,10,0,15,7,12,15,0,7,12,14,15,7,11,15,0,143
NB Rangers -Returns-,NieN,Progressive Metal,P2,5,9,0,15,7,11,0,0,9,11,13,0,7,13,0,15,137
Negative Nature,Electronic Boutique,Mixtune,P2,4,8,0,0,4,7,0,13,7,12,0,14,4,8,0,0,129
NEON 1989 (ESTi Remix),OREO,City Pop,RP,4,7,0,0,3,7,0,0,4,7,0,0,5,9,0,0,148
Never Die,Paul Bazooka,DnB,VE,5,9,14,0,7,10,14,15,6,10,14,0,6,11,14,15,139
Never Say,ND Lee,Jungle Pop,P1,3,6,0,0,6,7,0,14,2,7,12,0,8,0,0,14,124
Nevermind,Paul Bazooka,Epic Trance,RP,7,10,13,0,7,11,0,15,7,10,13,15,6,10,15,0,132
Nightmare,M2U,DnB,P2,9,12,0,0,8,13,15,15,8,13,15,0,8,12,15,15,124
Nine Point Eight,Mili,,DM,5,8,12,0,5,9,12,13,6,9,12,0,7,11,0,14,149
Nova ~Mr.Funky Remix~,Mr.Funky,Nu Skool Breakz,T2,5,7,0,0,6,10,0,0,7,10,12,0,6,0,12,0,111
