Negative Nature,Electronic Boutique,Mixtune,P2,4,8,0,0,4,7,0,13,7,12,0,14,4,8,0,0,129
NEON 1989 (ESTi Remix),OREO,City Pop,RP,4,7,0,0,3,7,0,0,4,7,0,0,5,9,0,0,148
Never Say,ND Lee,Jungle Pop,P1,3,6,0,0,6,7,0,14,2,7,12,0,8,0,0,14,124
Nightmare,M2U,DnB,P2,9,12,0,0,8,13,15,15,8,13,15,0,8,12,15,15,124
OBLIVION,ESTi,Dramatic Trance,P1,3,6,11,0,7,0,11,0,3,8,11,0,6,12,0,0,121
OBLIVION ~Rockin' Night Style~,NieN,Rock,P1,3,8,12,0,4,10,13,15,7,9,13,0,6,10,14,15,121
ON,ND Lee,2Step Slow,P1,3,5,0,0,2,6,0,0,6,10,0,0,7,0,0,0,129
One the Love,xxdbxx,Beer House,P1,2,5,0,0,6,8,0,0,3,6,11,0,7,8,0,0,134
Only for you,NieN,K-Pop,RP,1,4,9,11,5,7,10,0,4,7,11,12,5,7,10,12,145
OPEN FIRE,JC,HipHop,RP,4,7,0,0,4,8,0,0,5,7,0,0,5,8,0,0,114
Out Law,Croove,Nu Skool,P1,5,12,0,0,7,12,0,14,7,11,13,14,8,12,0,0,121
Over Your Dream,xxdbxx,Pop Rock,RP,5,11,0,0,5,11,0,0,5,10,11,0,7,12,0,0,100
Para-Q,Forte Escape,DnB,P1,3,10,0,0,6,8,0,0,7,10,0,0,10,0,0,0,95
Phantom Of Sky,M2U,Fantasy Pop,P2,3,7,10,0,4,7,0,12,5,10,0,12,4,8,0,0,135
plastic method,zts,Big Beat,P2,5,8,0,13,8,12,0,0,8,12,0,14,8,12,0,0,136
POP/STARS,K/DA,K-Pop,RP,5,9,12,0,5,8,12,15,5,8,11,14,5,9,13,14,194
quixotic,bermei.inazawa,Polypops,RP,7,12,0,15,7,11,0,0,6,0,13,15,7,11,13,0,131
Ray of Illuminati,ESTi,Euro Dance,P1,4,7,13,0,6,8,13,15,7,10,13,0,8,11,0,14,130
RED,Croove,Spanish R&B,P1,4,6,0,0,5,13,0,0,6,9,12,0,8,13,0,0,125
Remains Of Doom,NieN,Industrial Rock,RP,7,13,0,0,6,9,14,15,9,12,15,0,6,10,13,15,136
REVENGE,ND Lee,Hard Core,P1,5,0,11,0,3,7,0,14,8,12,0,0,10,0,0,15,121
Right Now,makou,Gospel R&B,P2,1,5,0,0,4,8,0,0,4,8,11,0,6,9,0,0,131
Road Of Death,NieN,Hard Core,P1,4,9,0,15,7,13,0,15,8,11,15,0,7,14,0,0,131
Rock Or Die,NieN,Hard Core,P1,6,0,0,15,6,9,0,0,6,10,12,0,6,9,0,15,107
Rocka-a-doodle-doo,makou,Funky Breaks,P2,3,9,0,0,4,8,0,0,7,11,0,0,5,9,12,0,140
RockSTAR,Mr.Funky,Electro House,RP,5,9,0,0,4,11,0,0,4,11,0,0,3,7,13,0,117
Rolling On the Duck,NieN,Hard Core,P2,7,13,0,0,7,10,14,15,8,11,14,0,7,10,14,15,142
Royal Clown,bermei.inazawa,Theatrical,RP,6,8,14,0,7,11,0,15,7,10,13,15,7,10,14,0,124
Runaway,LeeZu,Progressive Rock,RP,6,10,0,0,8,11,0,15,9,11,12,15,8,13,0,0,125
Running girl,Mycin.T,Pop Rock,RP,5,7,0,13,5,9,0,0,4,10,12,13,6,10,0,0,110
Ruti'n (GOTH Wild Electro Remix),GOTH,Moombahcore,RP,6,10,0,0,4,10,0,0,7,10,13,0,7,12,0,0,118
Sad Machine,Porter Robinson,Synth Pop,RP,3,5,8,0,5,7,10,12,4,7,10,13,5,7,10,0,194
Save My Dream,Forte Escape,Acid Dance,P1,1,4,0,0,2,4,0,0,2,5,9,0,5,8,0,0,110
Secret Dejavu,DINY,Ani Pop,RP,4,6,10,14,5,10,0,0,6,8,11,15,5,10,0,0,125
Seeker,M2U,Melodic Trance,P2,5,9,0,15,8,0,14,0,5,9,13,15,7,13,0,0,138
Shadow Flower,ned,Pop,RP,3,6,0,0,6,9,0,0,5,11,0,13,6,9,0,0,119
Showtime,Ruby Tuesday,Native Mambo,P2,6,10,0,13,6,9,0,0,8,12,0,0,6,10,0,14,126
SIN,ESTi,DnB,P1,3,6,11,15,7,10,0,15,7,10,14,0,9,12,15,0,117
SIN ~The Last Scene~,ESTi,DnB,P1,7,12,14,15,7,12,0,0,8,12,14,15,8,14,0,0,115
Smoky Quartz,makou,Dark Chill,P2,3,6,0,14,7,10,0,0,6,0,11,14,7,14,0,0,143
So Happy,Raven & Kreyn,Future House,RP,5,0,10,0,5,9,0,0,4,7,11,0,5,10,12,0,165
sO mUCH iN LUV,3rd Coast,Astro Pop,P2,1,6,0,0,3,6,0,0,4,7,11,0,7,0,0,0,132
SQUEEZE,Oriental ST8,Euro Beat,P2,4,9,0,15,7,11,0,0,8,10,12,0,7,12,0,14,138
STALKER,ND Lee,Pop Rock,P2,5,10,0,0,7,9,0,15,6,10,12,14,8,0,15,0,139
StarFish,PlanetBoom,Techno Core,P2,6,9,0,0,7,10,0,0,6,10,0,0,6,9,0,0,132
Stay with me,Ruby Tuesday,Techno Pop,P2,2,4,0,0,4,7,0,0,3,7,0,0,7,9,0,0,116
Sunny Side,Croove,Bright R&B,P1,4,8,0,0,5,9,0,0,5,8,11,0,9,0,0,0,150
Sunny Side ~Deepn' Soul Mix~,makou,Soul,P1,7,10,0,13,7,11,0,0,7,0,11,13,8,10,0,0,128
Sunset Rider,Nauts,School Rock,P2,5,9,0,0,6,10,0,0,5,7,11,0,6,9,0,0,133
Syriana,BEXTER,Urban Punk,P2,6,9,0,0,6,9,0,14,6,9,13,0,5,9,0,14,130
Temptation,S-TRO,2Step Garage,P1,4,10,0,0,4,10,0,0,6,0,12,0,9,0,0,0,133
The Feelings,Supbaby,Disco Funk,RP,5,7,0,0,6,9,0,0,6,10,0,0,6,10,0,0,127
The Lost Story,NEOWIZ Bless Soundteam,Pop,RP,1,4,0,0,4,8,0,0,2,7,0,0,4,7,0,0,166
The Obliterator,GOTH,Drumstep,RP,5,8,0,0,7,11,0,0,8,0,13,0,7,11,0,0,115
Tok! Tok! Tok!,STARTRACK,Pop,RP,4,7,0,0,4,7,0,0,4,6,10,0,5,8,11,0,137
Triple Zoe,Forte Escape,Progressive Rock,P1,4,12,0,0,6,11,0,14,8,12,0,14,10,13,0,0,133
U.A.D,HAYAKO,Future House,RP,3,6,0,0,5,10,0,15,6,8,11,0,8,0,12,13,126
Void,Kobayashi Tetsuya,,RP,3,7,11,0,5,11,0,0,5,10,0,0,5,11,0,0,104
voldenuit,Cuve,Electronica,RP,5,9,12,15,4,9,12,0,5,9,12,15,6,9,13,0,111
waiting for me,Croove,Pop,RP,3,8,0,0,4,8,0,0,4,9,0,0,5,9,0,0,119
Waiting for you,Mycin.T,School Rock,RP,4,8,0,14,6,10,0,0,6,12,0,14,7,11,0,0,132
Watch Your Step,XeoN,90's Dance,RP,4,0,12,0,5,8,0,14,3,0,10,14,3,6,13,0,102
We're All Gonna Die,Paul Bazooka,Neuro Funk,RP,8,12,14,0,8,13,0,15,11,13,15,15,8,13,15,0,136
WhiteBlue,zts,Trance,P2,7,9,13,0,6,10,13,15,7,11,13,15,8,11,13,0,144
WHY,Nauts,Piano,RP,3,7,0,0,5,10,0,0,2,7,10,0,4,7,0,0,126
Ya! Party!,Forte Escape,Candy Pop,P1,4,8,0,0,5,10,0,0,5,8,12,0,9,0,0,0,102
Yellowberry -AJ Mix-,Forte Escape,Ani Mellow,P2,4,7,0,0,3,6,0,0,5,9,0,0,4,11,0,0,139
Yo Creo Que Si,makou,Calypso House,P2,6,9,0,0,6,9,0,0,8,0,12,0,7,9,0,0,144
Your Own Miracle,Ruby Tuesday,Miracle Pop,P2,3,9,0,0,3,6,11,15,6,10,12,0,7,10,13,15,142
